"Data","Start time","Giorno della settimana","Mese","Meteo previsto","Meteo effettivo","Transato previsto","Transato pianificato","Transato effettivo","Produttività target","Produttività effettiva","Teste Suggerite","Teste Pianificate","Teste Effettive"
"12/08/2021","12:00","Thursday","August","10d","10d","","","91.75","","","","",""
"12/08/2021","11:30","Thursday","August","10d","10d","","","73.8","","","","",""
"12/08/2021","11:00","Thursday","August","10d","10d","","","248.25","","","","",""
"12/08/2021","10:30","Thursday","August","10d","10d","","","167.25","","","","",""
"12/08/2021","10:00","Thursday","August","10d","10d","","","105.55","","","","",""
"12/08/2021","09:30","Thursday","August","10d","10d","","","","","","","",""
"12/08/2021","09:00","Thursday","August","10d","10d","","","","","","","",""
"11/08/2021","23:30","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","23:00","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","22:30","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","22:00","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","21:30","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","21:00","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","20:30","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","20:00","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","19:30","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","19:00","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","18:30","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","18:00","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","17:30","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","17:00","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","16:30","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","16:00","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","15:30","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","15:00","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","14:30","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","14:00","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","13:30","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","13:00","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","12:30","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","12:00","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","11:30","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","11:00","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","10:30","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","10:00","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","09:30","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","09:00","Wednesday","August","10d","10d","","","","","","","",""
"10/08/2021","23:30","Tuesday","August","10n","10n","","","","","","","","1"
"10/08/2021","23:00","Tuesday","August","10n","10n","","","","","","","","3"
"10/08/2021","22:30","Tuesday","August","10n","10n","","","","","","","","3"
"10/08/2021","22:00","Tuesday","August","10n","10n","","","","","","","","3"
"10/08/2021","21:30","Tuesday","August","10n","10n","","","","","","","","3"
"10/08/2021","21:00","Tuesday","August","10n","10n","","","","","","","","3"
"10/08/2021","20:30","Tuesday","August","10n","10n","","","","","","","","3"
"10/08/2021","20:00","Tuesday","August","10n","10n","","","","","","","","3"
"10/08/2021","19:30","Tuesday","August","10n","10n","","","","","","","","3"
"10/08/2021","19:00","Tuesday","August","10n","10n","","","","","","","","3"
"10/08/2021","18:30","Tuesday","August","10n","04n","","","","","","","","2"
"10/08/2021","18:00","Tuesday","August","10n","04n","","","","","","","","2"
"10/08/2021","17:30","Tuesday","August","10d","04d","","","","","","","","2"
"10/08/2021","17:00","Tuesday","August","10d","04d","","","","","","","","2"
"10/08/2021","16:30","Tuesday","August","10d","04d","","","","","","","","2"
"10/08/2021","16:00","Tuesday","August","10d","04d","","","","","","","","1"
"10/08/2021","15:30","Tuesday","August","10d","04d","","","","","","","","1"
"10/08/2021","15:00","Tuesday","August","10d","04d","","","","","","","","2"
"10/08/2021","14:30","Tuesday","August","10d","04d","","","","","","","","3"
"10/08/2021","14:00","Tuesday","August","10d","04d","","","","","","","","3"
"10/08/2021","13:30","Tuesday","August","10d","10d","","","","","","","","3"
"10/08/2021","13:00","Tuesday","August","10d","10d","","","","","","","","3"
"10/08/2021","12:30","Tuesday","August","10d","10d","","","","","","","","3"
"10/08/2021","12:00","Tuesday","August","10d","10d","","","","","","","","3"
"10/08/2021","11:30","Tuesday","August","10d","10d","","","","","","","","2"
"10/08/2021","11:00","Tuesday","August","10d","10d","","","","","","","","2"
"10/08/2021","10:30","Tuesday","August","10d","04d","","","","","","","","1"
"10/08/2021","10:00","Tuesday","August","10d","04d","","","","","","","",""
"10/08/2021","09:30","Tuesday","August","10d","04d","","","","","","","",""
"10/08/2021","09:00","Tuesday","August","10d","04d","","","","","","","",""
"09/08/2021","23:30","Monday","August","10n","","","","","","","","","5"
"09/08/2021","23:00","Monday","August","10n","","","","","","","","","5"
"09/08/2021","22:30","Monday","August","10n","","","","","","","","","5"
"09/08/2021","22:00","Monday","August","10n","","","","","","","","","5"
"09/08/2021","21:30","Monday","August","10n","","","","","","","","","5"
"09/08/2021","21:00","Monday","August","10n","","","","","","","","","5"
"09/08/2021","20:30","Monday","August","04n","","","","","","","","","5"
"09/08/2021","20:00","Monday","August","04n","","","","3","","","","","5"
"09/08/2021","19:30","Monday","August","10n","","","","75.8","","15","","","5"
"09/08/2021","19:00","Monday","August","10n","","","","121.7","","30","","","4"
"09/08/2021","18:30","Monday","August","04n","","","","107.15","","35","","","3"
"09/08/2021","18:00","Monday","August","04n","","","","196.7","","65","","","3"
"09/08/2021","17:30","Monday","August","04d","","","","90.4","","30","","","3"
"09/08/2021","17:00","Monday","August","04d","","","","79.2","","26","","","3"
"09/08/2021","16:30","Monday","August","10d","","","","6","","2","","","3"
"09/08/2021","16:00","Monday","August","10d","","","","10","","5","","","2"
"09/08/2021","15:30","Monday","August","10d","","","","8.5","","4","","","2"
"09/08/2021","15:00","Monday","August","10d","","","","21.3","","7","","","3"
"09/08/2021","14:30","Monday","August","10d","","","","","","","","","3"
"09/08/2021","14:00","Monday","August","10d","","","","","","","","","3"
"09/08/2021","13:30","Monday","August","10d","","","","","","","","","3"
"09/08/2021","13:00","Monday","August","10d","","","","18","","6","","","3"
"09/08/2021","12:30","Monday","August","10d","","","","127.51","","42","","","3"
"09/08/2021","12:00","Monday","August","10d","","","","71.25","","23","","","3"
"09/08/2021","11:30","Monday","August","10d","","","","68.7","","34","","","2"
"09/08/2021","11:00","Monday","August","10d","","","","134.21","","67","","","2"
"09/08/2021","10:30","Monday","August","10d","","","","218","","109","","","2"
"09/08/2021","10:00","Monday","August","10d","","","","66.25","","66","","","1"
"09/08/2021","09:30","Monday","August","10d","","","","","","","","",""
"09/08/2021","09:00","Monday","August","10d","","","","","","","","",""
"08/08/2021","23:30","Sunday","August","10n","10n","","","","","","","","1"
"08/08/2021","23:00","Sunday","August","10n","10n","","","","","","","","4"
"08/08/2021","22:30","Sunday","August","10n","10n","","","","","","","","4"
"08/08/2021","22:00","Sunday","August","10n","10n","","","","","","","","4"
"08/08/2021","21:30","Sunday","August","10n","10n","","","","","","","","4"
"08/08/2021","21:00","Sunday","August","10n","10n","","","","","","","","4"
"08/08/2021","20:30","Sunday","August","10n","10n","","","","","","","","4"
"08/08/2021","20:00","Sunday","August","10n","10n","","","25.65","","6","","","4"
"08/08/2021","19:30","Sunday","August","10n","10n","","","72","","24","","","3"
"08/08/2021","19:00","Sunday","August","10n","10n","","","70.45","","35","","","2"
"08/08/2021","18:30","Sunday","August","10n","10n","","","273.25","","136","","","2"
"08/08/2021","18:00","Sunday","August","10n","10n","","","185.45","","92","","","2"
"08/08/2021","17:30","Sunday","August","10d","10d","","","93","","46","","","2"
"08/08/2021","17:00","Sunday","August","10d","10d","","","149.4","","74","","1","2"
"08/08/2021","16:30","Sunday","August","10d","10d","","","49.7","","24","","1","2"
"08/08/2021","16:00","Sunday","August","10d","10d","","","41.85","","41","","1","1"
"08/08/2021","15:30","Sunday","August","10d","10d","","","61.6","","61","","1","1"
"08/08/2021","15:00","Sunday","August","10d","10d","","","54.85","","18","","3","3"
"08/08/2021","14:30","Sunday","August","10d","10d","","","9.9","","3","","3","3"
"08/08/2021","14:00","Sunday","August","10d","10d","","","","","","","3","3"
"08/08/2021","13:30","Sunday","August","10d","10d","","","37.4","","12","","3","3"
"08/08/2021","13:00","Sunday","August","10d","10d","","","24.8","","8","","3","3"
"08/08/2021","12:30","Sunday","August","10d","10d","","","82.6","","27","","3","3"
"08/08/2021","12:00","Sunday","August","10d","10d","","","170.4","","56","","3","3"
"08/08/2021","11:30","Sunday","August","10d","10d","","","82.8","","41","","2","2"
"08/08/2021","11:00","Sunday","August","10d","10d","","","120.15","","60","","2","2"
"08/08/2021","10:30","Sunday","August","10d","10d","","","220.75","","220","","1","1"
"08/08/2021","10:00","Sunday","August","10d","10d","","","31.4","","31","","1","1"
"08/08/2021","09:30","Sunday","August","10d","10d","","","","","","","",""
"08/08/2021","09:00","Sunday","August","10d","10d","","","","","","","",""
"07/08/2021","23:30","Saturday","August","04n","","","","","","","","","1"
"07/08/2021","23:00","Saturday","August","04n","","","","","","","","","4"
"07/08/2021","22:30","Saturday","August","04n","","","","","","","","","4"
"07/08/2021","22:00","Saturday","August","04n","","","","","","","","","4"
"07/08/2021","21:30","Saturday","August","04n","","","","","","","","","4"
"07/08/2021","21:00","Saturday","August","04n","","","","","","","","","4"
"07/08/2021","20:30","Saturday","August","04n","","","","","","","","","4"
"07/08/2021","20:00","Saturday","August","04n","","","","","","","","","4"
"07/08/2021","19:30","Saturday","August","04n","","","","201.8","","50","","","4"
"07/08/2021","19:00","Saturday","August","04n","","","","106.55","","35","","","3"
"07/08/2021","18:30","Saturday","August","04n","","","","141.4","","141","","","1"
"07/08/2021","18:00","Saturday","August","04n","","","","286.25","","286","","","1"
"07/08/2021","17:30","Saturday","August","04d","","","","152.75","","152","","1","1"
"07/08/2021","17:00","Saturday","August","04d","","","","145.2","","72","","1","2"
"07/08/2021","16:30","Saturday","August","10d","","","","97.3","","32","","2","3"
"07/08/2021","16:00","Saturday","August","10d","","","","41.4","","20","","2","2"
"07/08/2021","15:30","Saturday","August","10d","","","","16.15","","8","","2","2"
"07/08/2021","15:00","Saturday","August","10d","","","","3","","1","","3","3"
"07/08/2021","14:30","Saturday","August","10d","","","","20.35","","6","","3","3"
"07/08/2021","14:00","Saturday","August","10d","","","","29.9","","9","","3","3"
"07/08/2021","13:30","Saturday","August","10d","","","","117.35","","39","","3","3"
"07/08/2021","13:00","Saturday","August","10d","","","","70.85","","23","","3","3"
"07/08/2021","12:30","Saturday","August","10d","","","","111.05","","37","","3","3"
"07/08/2021","12:00","Saturday","August","10d","","","","97.25","","32","","3","3"
"07/08/2021","11:30","Saturday","August","10d","","","","156.1","","78","","2","2"
"07/08/2021","11:00","Saturday","August","10d","","","","318.05","","159","","2","2"
"07/08/2021","10:30","Saturday","August","10d","","","","267.8","","267","","1","1"
"07/08/2021","10:00","Saturday","August","10d","","","","227.85","","","","1",""
"07/08/2021","09:30","Saturday","August","10d","","","","","","","","",""
"07/08/2021","09:00","Saturday","August","10d","","","","","","","","",""
"06/08/2021","23:30","Friday","August","04n","","","","","","","","",""
"06/08/2021","23:00","Friday","August","04n","","","","","","","","","3"
"06/08/2021","22:30","Friday","August","04n","","","","","","","","","3"
"06/08/2021","22:00","Friday","August","04n","","","","","","","","","4"
"06/08/2021","21:30","Friday","August","04n","","","","","","","","","4"
"06/08/2021","21:00","Friday","August","04n","","","","","","","","","4"
"06/08/2021","20:30","Friday","August","04n","","","","","","","","","4"
"06/08/2021","20:00","Friday","August","04n","","","","14.45","","3","","","4"
"06/08/2021","19:30","Friday","August","04n","","","","16.75","","4","","","4"
"06/08/2021","19:00","Friday","August","04n","","","","164.25","","41","","","4"
"06/08/2021","18:30","Friday","August","10n","","","","176.81","","88","","","2"
"06/08/2021","18:00","Friday","August","10n","","","","226.6","","113","","","2"
"06/08/2021","17:30","Friday","August","10d","","","","236.15","","118","","","2"
"06/08/2021","17:00","Friday","August","10d","","","","65.3","","32","","","2"
"06/08/2021","16:30","Friday","August","10d","","","","46.3","","23","","","2"
"06/08/2021","16:00","Friday","August","10d","","","","77.5","","25","","","3"
"06/08/2021","15:30","Friday","August","10d","","","","18.9","","4","","","4"
"06/08/2021","15:00","Friday","August","10d","","","","42","","10","","","4"
"06/08/2021","14:30","Friday","August","10d","","","","12.4","","3","","","4"
"06/08/2021","14:00","Friday","August","10d","","","","34.9","","8","","","4"
"06/08/2021","13:30","Friday","August","10d","","","","42.95","","10","","","4"
"06/08/2021","13:00","Friday","August","10d","","","","","","","","","4"
"06/08/2021","12:30","Friday","August","10d","","","","60.1","","15","","","4"
"06/08/2021","12:00","Friday","August","10d","","","","70.4","","17","","","4"
"06/08/2021","11:30","Friday","August","10d","","","","151.75","","75","","","2"
"06/08/2021","11:00","Friday","August","10d","","","","250.5","","125","","","2"
"06/08/2021","10:30","Friday","August","10d","","","","209.35","","209","","","1"
"06/08/2021","10:00","Friday","August","10d","","","","150.35","","150","","","1"
"06/08/2021","09:30","Friday","August","10d","","","","29.95","","","","",""
"06/08/2021","09:00","Friday","August","10d","","","","","","","","",""
"05/08/2021","23:30","Thursday","August","","10n","","","","","","","",""
"05/08/2021","23:00","Thursday","August","","10n","","","","","","","","3"
"05/08/2021","22:30","Thursday","August","","10n","","","","","","","","3"
"05/08/2021","22:00","Thursday","August","","10n","","","","","","","","3"
"05/08/2021","21:30","Thursday","August","","10n","","","","","","","","3"
"05/08/2021","21:00","Thursday","August","","10n","","","","","","","","3"
"05/08/2021","20:30","Thursday","August","","10n","","","","","","","","3"
"05/08/2021","20:00","Thursday","August","","10n","","","","","","","","3"
"05/08/2021","19:30","Thursday","August","","04n","","","54.35","","18","","","3"
"05/08/2021","19:00","Thursday","August","","04n","","","34.12","","11","","","3"
"05/08/2021","18:30","Thursday","August","","10n","","","289.06","","144","","","2"
"05/08/2021","18:00","Thursday","August","","10n","","","113.59","","56","","","2"
"05/08/2021","17:30","Thursday","August","","04d","","","260.17","","130","","","2"
"05/08/2021","17:00","Thursday","August","","04d","","","15.9","","7","","","2"
"05/08/2021","16:30","Thursday","August","","04d","","","51.15","","25","","","2"
"05/08/2021","16:00","Thursday","August","","04d","","","32.75","","10","","","3"
"05/08/2021","15:30","Thursday","August","","04d","","","20.52","","6","","","3"
"05/08/2021","15:00","Thursday","August","","04d","","","62.32","","20","","","3"
"05/08/2021","14:30","Thursday","August","","10d","","","28.79","","9","","","3"
"05/08/2021","14:00","Thursday","August","","10d","","","","","","","","3"
"05/08/2021","13:30","Thursday","August","","04d","","","22.4","","7","","","3"
"05/08/2021","13:00","Thursday","August","","04d","","","20.4","","6","","","3"
"05/08/2021","12:30","Thursday","August","","04d","","","14.72","","4","","","3"
"05/08/2021","12:00","Thursday","August","","04d","","","122.22","","40","","","3"
"05/08/2021","11:30","Thursday","August","","04d","","","125.61","","62","","","2"
"05/08/2021","11:00","Thursday","August","","04d","","","238.24","","119","","","2"
"05/08/2021","10:30","Thursday","August","","04d","","","248.02","","248","","","1"
"05/08/2021","10:00","Thursday","August","","04d","","","145.84","","145","","","1"
"05/08/2021","09:30","Thursday","August","","04d","","","","","","","",""
"05/08/2021","09:00","Thursday","August","","04d","","","","","","","",""
"04/08/2021","23:00","Wednesday","August","","","","","","","","","","3"
"04/08/2021","22:30","Wednesday","August","","","","","","","","","","3"
"04/08/2021","22:00","Wednesday","August","","","","","","","","","","3"
"04/08/2021","21:30","Wednesday","August","","","","","","","","","","3"
"04/08/2021","21:00","Wednesday","August","","","","","","","","","","3"
"04/08/2021","20:30","Wednesday","August","","","","","","","","","","3"
"04/08/2021","20:00","Wednesday","August","","","","","51.7","","17","","","3"
"04/08/2021","19:30","Wednesday","August","","","","","96.63","","32","","","3"
"04/08/2021","19:00","Wednesday","August","","","","","123.42","","30","","","4"
"04/08/2021","18:30","Wednesday","August","","","","","174.34","","87","","","2"
"04/08/2021","18:00","Wednesday","August","","","","","200.8","","100","","","2"
"04/08/2021","17:30","Wednesday","August","","","","","255.36","","127","","","2"
"04/08/2021","17:00","Wednesday","August","","","","","187.34","","93","","","2"
"04/08/2021","16:30","Wednesday","August","","","","","17.45","","8","","","2"
"04/08/2021","16:00","Wednesday","August","","","","","6.5","","3","","","2"
"04/08/2021","15:30","Wednesday","August","","","","","13.02","","6","","","2"
"04/08/2021","15:00","Wednesday","August","","","","","16.9","","8","","","2"
"04/08/2021","14:30","Wednesday","August","","","","","44.96","","14","","","3"
"04/08/2021","14:00","Wednesday","August","","","","","65.85","","21","","","3"
"04/08/2021","13:30","Wednesday","August","","","","","16.56","","5","","","3"
"04/08/2021","13:00","Wednesday","August","","","","","40","","13","","","3"
"04/08/2021","12:30","Wednesday","August","","","","","101.55","","33","","","3"
"04/08/2021","12:00","Wednesday","August","","","","","44.9","","14","","","3"
"04/08/2021","11:30","Wednesday","August","","","","","186.86","","93","","","2"
"04/08/2021","11:00","Wednesday","August","","","","","146.75","","73","","","2"
"04/08/2021","10:30","Wednesday","August","","","","","182.9","","182","","","1"
"04/08/2021","10:00","Wednesday","August","","","","","300.77","","300","","","1"
"03/08/2021","23:30","Tuesday","August","","03n","","","","","","","","4"
"03/08/2021","23:00","Tuesday","August","","03n","","","","","","","","4"
"03/08/2021","22:30","Tuesday","August","","03n","","","","","","","","4"
