"Data","Start time","Giorno della settimana","Mese","Meteo previsto","Meteo effettivo","Transato previsto","Transato pianificato","Transato effettivo","Produttività target","Produttività effettiva","Teste Suggerite","Teste Pianificate","Teste Effettive"
"12/08/2021","12:00","Thursday","August","04d","04d","","","108.3","","","","",""
"12/08/2021","11:30","Thursday","August","10d","10d","","","171.1","","","","",""
"12/08/2021","11:00","Thursday","August","10d","10d","","","223.2","","","","",""
"12/08/2021","10:30","Thursday","August","10d","10d","","","330","","","","",""
"12/08/2021","10:00","Thursday","August","10d","10d","","","240.2","","","","",""
"12/08/2021","09:30","Thursday","August","10d","10d","","","","","","","",""
"12/08/2021","09:00","Thursday","August","10d","10d","","","","","","","",""
"11/08/2021","23:30","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","23:00","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","22:30","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","22:00","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","21:30","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","21:00","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","20:30","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","20:00","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","19:30","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","19:00","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","18:30","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","18:00","Wednesday","August","10n","10n","","","","","","","",""
"11/08/2021","17:30","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","17:00","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","16:30","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","16:00","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","15:30","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","15:00","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","14:30","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","14:00","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","13:30","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","13:00","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","12:30","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","12:00","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","11:30","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","11:00","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","10:30","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","10:00","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","09:30","Wednesday","August","10d","10d","","","","","","","",""
"11/08/2021","09:00","Wednesday","August","10d","10d","","","","","","","",""
"10/08/2021","23:30","Tuesday","August","10n","10n","","","","","","","",""
"10/08/2021","23:00","Tuesday","August","10n","10n","","","","","","","",""
"10/08/2021","22:30","Tuesday","August","10n","10n","","","","","","","","1"
"10/08/2021","22:00","Tuesday","August","10n","10n","","","","","","","","1"
"10/08/2021","21:30","Tuesday","August","04n","10n","","","","","","","","1"
"10/08/2021","21:00","Tuesday","August","04n","10n","","","","","","","","2"
"10/08/2021","20:30","Tuesday","August","04n","04n","","","","","","","","2"
"10/08/2021","20:00","Tuesday","August","04n","04n","","","","","","","","2"
"10/08/2021","19:30","Tuesday","August","04n","04n","","","","","","","","2"
"10/08/2021","19:00","Tuesday","August","04n","04n","","","","","","","","2"
"10/08/2021","18:30","Tuesday","August","04n","04n","","","","","","","","2"
"10/08/2021","18:00","Tuesday","August","04n","04n","","","","","","","","2"
"10/08/2021","17:30","Tuesday","August","04d","04d","","","","","","","","3"
"10/08/2021","17:00","Tuesday","August","04d","04d","","","","","","","","3"
"10/08/2021","16:30","Tuesday","August","04d","10d","","","","","","","","3"
"10/08/2021","16:00","Tuesday","August","04d","10d","","","","","","","","3"
"10/08/2021","15:30","Tuesday","August","04d","10d","","","","","","","","3"
"10/08/2021","15:00","Tuesday","August","04d","10d","","","","","","","","3"
"10/08/2021","14:30","Tuesday","August","10d","10d","","","","","","","","3"
"10/08/2021","14:00","Tuesday","August","10d","10d","","","","","","","","3"
"10/08/2021","13:30","Tuesday","August","10d","10d","","","","","","","","3"
"10/08/2021","13:00","Tuesday","August","10d","10d","","","","","","","","3"
"10/08/2021","12:30","Tuesday","August","10d","10d","","","","","","","","3"
"10/08/2021","12:00","Tuesday","August","10d","10d","","","","","","","","3"
"10/08/2021","11:30","Tuesday","August","10d","10d","","","","","","","","3"
"10/08/2021","11:00","Tuesday","August","10d","10d","","","","","","","","3"
"10/08/2021","10:30","Tuesday","August","10d","04d","","","","","","","","1"
"10/08/2021","10:00","Tuesday","August","10d","04d","","","","","","","","1"
"10/08/2021","09:30","Tuesday","August","10d","04d","","","","","","","",""
"10/08/2021","09:00","Tuesday","August","10d","04d","","","","","","","",""
"09/08/2021","23:30","Monday","August","10n","","","","","","","","","1"
"09/08/2021","23:00","Monday","August","10n","","","","","","","","","1"
"09/08/2021","22:30","Monday","August","10n","","","","","","","","","3"
"09/08/2021","22:00","Monday","August","10n","","","","","","","","","3"
"09/08/2021","21:30","Monday","August","10n","","","","","","","","","3"
"09/08/2021","21:00","Monday","August","10n","","","","","","","","","3"
"09/08/2021","20:30","Monday","August","10n","","","","","","","","","3"
"09/08/2021","20:00","Monday","August","10n","","","","","","","","","3"
"09/08/2021","19:30","Monday","August","10n","","","","132.35","","44","","","3"
"09/08/2021","19:00","Monday","August","10n","","","","164.9","","54","","","3"
"09/08/2021","18:30","Monday","August","10n","","","","203.25","","67","","","3"
"09/08/2021","18:00","Monday","August","10n","","","","277.3","","92","","","3"
"09/08/2021","17:30","Monday","August","10d","","","","170.1","","56","","","3"
"09/08/2021","17:00","Monday","August","10d","","","","132","","44","","","3"
"09/08/2021","16:30","Monday","August","10d","","","","46.3","","15","","","3"
"09/08/2021","16:00","Monday","August","10d","","","","9","","3","","","3"
"09/08/2021","15:30","Monday","August","10d","","","","26.5","","8","","","3"
"09/08/2021","15:00","Monday","August","10d","","","","66.7","","22","","","3"
"09/08/2021","14:30","Monday","August","10d","","","","13.9","","4","","","3"
"09/08/2021","14:00","Monday","August","10d","","","","3","","1","","","3"
"09/08/2021","13:30","Monday","August","04d","","","","35.41","","11","","","3"
"09/08/2021","13:00","Monday","August","04d","","","","173.09","","57","","","3"
"09/08/2021","12:30","Monday","August","04d","","","","71.7","","23","","","3"
"09/08/2021","12:00","Monday","August","04d","","","","263.5","","87","","","3"
"09/08/2021","11:30","Monday","August","04d","","","","256.15","","85","","","3"
"09/08/2021","11:00","Monday","August","04d","","","","275.35","","91","","","3"
"09/08/2021","10:30","Monday","August","04d","","","","297.15","","297","","","1"
"09/08/2021","10:00","Monday","August","04d","","","","286.5","","286","","","1"
"09/08/2021","09:30","Monday","August","04d","","","","","","","","","1"
"09/08/2021","09:00","Monday","August","04d","","","0","","","","","","1"
"08/08/2021","23:30","Sunday","August","04n","04n","","","","","","","",""
"08/08/2021","23:00","Sunday","August","04n","04n","","","","","","","",""
"08/08/2021","22:30","Sunday","August","04n","04n","","","","","","","1","3"
"08/08/2021","22:00","Sunday","August","04n","04n","","","","","","","1","3"
"08/08/2021","21:30","Sunday","August","04n","04n","","","","","","","1","3"
"08/08/2021","21:00","Sunday","August","04n","04n","","","","","","","1","3"
"08/08/2021","20:30","Sunday","August","04n","04n","","","","","","","1","3"
"08/08/2021","20:00","Sunday","August","04n","04n","","","","","","","1","3"
"08/08/2021","19:30","Sunday","August","04n","10n","","","103.7","","34","","1","3"
"08/08/2021","19:00","Sunday","August","04n","10n","","","255.45","","85","","1","3"
"08/08/2021","18:30","Sunday","August","04n","10n","","","221.85","","73","","1","3"
"08/08/2021","18:00","Sunday","August","04n","10n","","","140","","46","","1","3"
"08/08/2021","17:30","Sunday","August","10d","10d","","","312.6","","104","","1","3"
"08/08/2021","17:00","Sunday","August","10d","10d","","","148.7","","37","","2","4"
"08/08/2021","16:30","Sunday","August","10d","10d","","","33.65","","6","","2","5"
"08/08/2021","16:00","Sunday","August","10d","10d","","","39.36","","7","","3","5"
"08/08/2021","15:30","Sunday","August","10d","10d","","","145.11","","36","","3","4"
"08/08/2021","15:00","Sunday","August","10d","10d","","","25.71","","6","","4","4"
"08/08/2021","14:30","Sunday","August","10d","10d","","","30.55","","7","","4","4"
"08/08/2021","14:00","Sunday","August","10d","10d","","","6","","1","","4","4"
"08/08/2021","13:30","Sunday","August","10d","10d","","","48","","12","","4","4"
"08/08/2021","13:00","Sunday","August","10d","10d","","","70.8","","17","","4","4"
"08/08/2021","12:30","Sunday","August","10d","10d","","","171.11","","42","","4","4"
"08/08/2021","12:00","Sunday","August","10d","10d","","","120.2","","30","","4","4"
"08/08/2021","11:30","Sunday","August","10d","10d","","","431","","215","","2","2"
"08/08/2021","11:00","Sunday","August","10d","10d","","","245.1","","122","","2","2"
"08/08/2021","10:30","Sunday","August","10d","10d","","","188.45","","188","","1","1"
"08/08/2021","10:00","Sunday","August","10d","10d","","","272.55","","272","","1","1"
"08/08/2021","09:30","Sunday","August","10d","10d","","","","","","","",""
"08/08/2021","09:00","Sunday","August","10d","10d","","","","","","","",""
"07/08/2021","23:30","Saturday","August","04n","","","","","","","","",""
"07/08/2021","23:00","Saturday","August","04n","","","","","","","","",""
"07/08/2021","22:30","Saturday","August","04n","","","","","","","","","3"
"07/08/2021","22:00","Saturday","August","04n","","","","","","","","","3"
"07/08/2021","21:30","Saturday","August","04n","","","","","","","","1","3"
"07/08/2021","21:00","Saturday","August","04n","","","","","","","","1","3"
"07/08/2021","20:30","Saturday","August","04n","","","","","","","","1","3"
"07/08/2021","20:00","Saturday","August","04n","","","","","","","","1","3"
"07/08/2021","19:30","Saturday","August","04n","","","","78.71","","19","","1","4"
"07/08/2021","19:00","Saturday","August","04n","","","","172.3","","43","","1","4"
"07/08/2021","18:30","Saturday","August","04n","","","","198.6","","49","","1","4"
"07/08/2021","18:00","Saturday","August","04n","","","","323.18","","80","","1","4"
"07/08/2021","17:30","Saturday","August","10d","","","","411.21","","102","","1","4"
"07/08/2021","17:00","Saturday","August","10d","","","","196.92","","39","","2","5"
"07/08/2021","16:30","Saturday","August","10d","","","","42.86","","10","","2","4"
"07/08/2021","16:00","Saturday","August","10d","","","","61.8","","15","","2","4"
"07/08/2021","15:30","Saturday","August","10d","","","","9.9","","2","","2","4"
"07/08/2021","15:00","Saturday","August","10d","","","","3","","","","3","4"
"07/08/2021","14:30","Saturday","August","10d","","","","24.4","","6","","4","4"
"07/08/2021","14:00","Saturday","August","10d","","","","103.08","","25","","4","4"
"07/08/2021","13:30","Saturday","August","10d","","","","116.6","","29","","4","4"
"07/08/2021","13:00","Saturday","August","10d","","","","134.1","","33","","4","4"
"07/08/2021","12:30","Saturday","August","10d","","","","118.5","","29","","4","4"
"07/08/2021","12:00","Saturday","August","10d","","","","175.56","","58","","3","3"
"07/08/2021","11:30","Saturday","August","10d","","","","275.67","","91","","2","3"
"07/08/2021","11:00","Saturday","August","10d","","","","278.17","","139","","2","2"
"07/08/2021","10:30","Saturday","August","10d","","","","262.25","","131","","1","2"
"07/08/2021","10:00","Saturday","August","10d","","","","223.15","","111","","1","2"
"07/08/2021","09:30","Saturday","August","10d","","","","","","","","","1"
"07/08/2021","09:00","Saturday","August","10d","","","","","","","","",""
"06/08/2021","23:30","Friday","August","10n","","","","","","","","",""
"06/08/2021","23:00","Friday","August","10n","","","","","","","","",""
"06/08/2021","22:30","Friday","August","10n","","","","","","","","","2"
"06/08/2021","22:00","Friday","August","10n","","","","","","","","","3"
"06/08/2021","21:30","Friday","August","10n","","","","","","","","","3"
"06/08/2021","21:00","Friday","August","10n","","","","","","","","","4"
"06/08/2021","20:30","Friday","August","10n","","","","","","","","","4"
"06/08/2021","20:00","Friday","August","10n","","","","","","","","","4"
"06/08/2021","19:30","Friday","August","10n","","","","172","","43","","","4"
"06/08/2021","19:00","Friday","August","10n","","","","206.5","","68","","","3"
"06/08/2021","18:30","Friday","August","10n","","","","198.61","","66","","","3"
"06/08/2021","18:00","Friday","August","10n","","","","265.95","","88","","","3"
"06/08/2021","17:30","Friday","August","04d","","","","299.3","","149","","","2"
"06/08/2021","17:00","Friday","August","04d","","","","142.15","","47","","","3"
"06/08/2021","16:30","Friday","August","04d","","","","55.8","","18","","","3"
"06/08/2021","16:00","Friday","August","04d","","","","14.3","","4","","","3"
"06/08/2021","15:30","Friday","August","10d","","","","41.15","","13","","","3"
"06/08/2021","15:00","Friday","August","10d","","","","2.1","","","","","3"
"06/08/2021","14:30","Friday","August","10d","","","","","","","","","3"
"06/08/2021","14:00","Friday","August","10d","","","","10.5","","3","","","3"
"06/08/2021","13:30","Friday","August","10d","","","","","","","","","3"
"06/08/2021","13:00","Friday","August","10d","","","","3.75","","1","","","3"
"06/08/2021","12:30","Friday","August","10d","","","","121.5","","40","","","3"
"06/08/2021","12:00","Friday","August","10d","","","","98.35","","32","","","3"
"06/08/2021","11:30","Friday","August","10d","","","","118.75","","59","","","2"
"06/08/2021","11:00","Friday","August","10d","","","","235.25","","117","","","2"
"06/08/2021","10:30","Friday","August","10d","","","","136.1","","136","","","1"
"06/08/2021","10:00","Friday","August","10d","","","","195.35","","195","","","1"
"06/08/2021","09:30","Friday","August","10d","","","","","","","","",""
"06/08/2021","09:00","Friday","August","10d","","","","","","","","",""
"05/08/2021","23:30","Thursday","August","","10n","","","","","","","",""
"05/08/2021","23:00","Thursday","August","","10n","","","","","","","",""
"05/08/2021","22:30","Thursday","August","","10n","","","","","","","","1"
"05/08/2021","22:00","Thursday","August","","10n","","","","","","","","2"
"05/08/2021","21:30","Thursday","August","","10n","","","","","","","","2"
"05/08/2021","21:00","Thursday","August","","10n","","","","","","","","3"
"05/08/2021","20:30","Thursday","August","","10n","","","","","","","","3"
"05/08/2021","20:00","Thursday","August","","10n","","","2.03","","","","","3"
"05/08/2021","19:30","Thursday","August","","10n","","","32.3","","10","","","3"
"05/08/2021","19:00","Thursday","August","","10n","","","186.59","","62","","","3"
"05/08/2021","18:30","Thursday","August","","10n","","","215.55","","71","","","3"
"05/08/2021","18:00","Thursday","August","","10n","","","138.35","","46","","","3"
"05/08/2021","17:30","Thursday","August","","10d","","","145.4","","48","","","3"
"05/08/2021","17:00","Thursday","August","","10d","","","127.95","","42","","","3"
"05/08/2021","16:30","Thursday","August","","10d","","","62.93","","20","","","3"
"05/08/2021","16:00","Thursday","August","","10d","","","61.8","","20","","","3"
"05/08/2021","15:30","Thursday","August","","10d","","","8.5","","2","","","3"
"05/08/2021","15:00","Thursday","August","","10d","","","16.86","","5","","","3"
"05/08/2021","14:30","Thursday","August","","10d","","","","","","","","3"
"05/08/2021","14:00","Thursday","August","","10d","","","","","","","","3"
"05/08/2021","13:30","Thursday","August","","10d","","","1.5","","","","","3"
"05/08/2021","13:00","Thursday","August","","10d","","","8.9","","2","","","3"
"05/08/2021","12:30","Thursday","August","","10d","","","6","","2","","","3"
"05/08/2021","12:00","Thursday","August","","10d","","","45.1","","22","","","2"
"05/08/2021","11:30","Thursday","August","","10d","","","97.55","","48","","","2"
"05/08/2021","11:00","Thursday","August","","10d","","","283.46","","141","","","2"
"05/08/2021","10:30","Thursday","August","","10d","","","211.42","","105","","","2"
"05/08/2021","10:00","Thursday","August","","10d","","","154.01","","154","","","1"
"05/08/2021","09:30","Thursday","August","","10d","","","","","","","",""
"05/08/2021","09:00","Thursday","August","","10d","","","","","","","",""
"04/08/2021","22:30","Wednesday","August","","","","","","","","","","3"
"04/08/2021","22:00","Wednesday","August","","","","","","","","","","3"
"04/08/2021","21:30","Wednesday","August","","","","","","","","","","3"
"04/08/2021","21:00","Wednesday","August","","","","","","","","","","3"
"04/08/2021","20:30","Wednesday","August","","","","","","","","","","3"
"04/08/2021","20:00","Wednesday","August","","","","","","","","","","3"
"04/08/2021","19:30","Wednesday","August","","","","","121.95","","40","","","3"
"04/08/2021","19:00","Wednesday","August","","","","","94.17","","31","","","3"
"04/08/2021","18:30","Wednesday","August","","","","","215.4","","71","","","3"
"04/08/2021","18:00","Wednesday","August","","","","","296.01","","98","","","3"
"04/08/2021","17:30","Wednesday","August","","","","","199.1","","66","","","3"
"04/08/2021","17:00","Wednesday","August","","","","","74.8","","24","","","3"
"04/08/2021","16:30","Wednesday","August","","","","","90.67","","30","","","3"
"04/08/2021","16:00","Wednesday","August","","","","","92.5","","30","","","3"
"04/08/2021","15:30","Wednesday","August","","","","","98.9","","32","","","3"
"04/08/2021","15:00","Wednesday","August","","","","","56.45","","18","","","3"
"04/08/2021","14:30","Wednesday","August","","","","","165.7","","55","","","3"
"04/08/2021","14:00","Wednesday","August","","","","","9","","3","","","3"
"04/08/2021","13:30","Wednesday","August","","","","","47.05","","15","","","3"
"04/08/2021","13:00","Wednesday","August","","","","","25.3","","8","","","3"
"04/08/2021","12:30","Wednesday","August","","","","","192.55","","64","","","3"
"04/08/2021","12:00","Wednesday","August","","","","","245.82","","81","","","3"
"04/08/2021","11:30","Wednesday","August","","","","","146.15","","48","","","3"
"04/08/2021","11:00","Wednesday","August","","","","","213.79","","106","","","2"
"04/08/2021","10:30","Wednesday","August","","","","","230.37","","230","","","1"
"04/08/2021","10:00","Wednesday","August","","","","","293.15","","293","","","1"
"03/08/2021","23:30","Tuesday","August","","01n","","","","","","","",""
"03/08/2021","23:00","Tuesday","August","","01n","","","","","","","","1"
"03/08/2021","22:30","Tuesday","August","","04n","","","","","","","","2"
"03/08/2021","22:00","Tuesday","August","","04n","","","","","","","","2"
"03/08/2021","21:30","Tuesday","August","","04n","","","","","","","","2"
